Tag,Rng,ArtistNo,Title,Artist,ConstituentID,Nationality,Birth,Death,Date,Medium,CreditLine,AccessionNumber,Classification,Department,DateAcquired,ObjectID,URL,ThumbnailURL
988,5,211,"Untitled ""Black crows...""",Benjamin Cottam,4741,American,1949,0,1990,Ink,Gift of the artist,146.1991.6,Drawing,Drawings,5/23/1991,34752,http://www.moma.org/collection/works/34752,http://www.moma.org/media/W1siZiIsIjQyNjg2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9fa5338d504e5905
989,3,211,"Untitled ""A friend of mine...""",Benjamin Cottam,4741,American,1949,0,1990,Ink,Gift of the artist,146.1991.7,Drawing,Drawings,5/23/1991,34753,http://www.moma.org/collection/works/34753,http://www.moma.org/media/W1siZiIsIjQyNjg2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=69455d5048d56c5c
990,2,211,"Untitled ""My brother...""",Benjamin Cottam,4741,American,1949,0,1967,Ink,Gift of the artist,146.1991.8,Drawing,Drawings,5/23/1991,34754,http://www.moma.org/collection/works/34754,http://www.moma.org/media/W1siZiIsIjQyNjg2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c4ed4c2635b2bc01
991,4,211,Korean Air,Benjamin Cottam,7461,Mexican,1962,0,1997,Ink,Gift of Patricia and Morris Orden,146.1999,Drawing,Drawings,5/6/1999,34755,http://www.moma.org/collection/works/34755,http://www.moma.org/media/W1siZiIsIjk3MTg2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=24267dbebdb958ed
992,3,211,Of Domestic Utility,Benjamin Cottam,5383,American,1883,1965,1933,Conte crayon on paper,Gift of Abby Aldrich Rockefeller,147.1935,Drawing,Drawings,6/4/1935,34757,http://www.moma.org/collection/works/34757,http://www.moma.org/media/W1siZiIsIjI0NzgyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3c5c9b9303f91896
993,3,211,Dancing Sailors,Benjamin Cottam,1490,American,1883,1935,1918,Watercolor,Abby Aldrich Rockefeller Fund,147.1945,Drawing,Drawings,6/13/1945,34760,http://www.moma.org/collection/works/34760,http://www.moma.org/media/W1siZiIsIjIyMzk2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fc8433b607e825db
994,4,211,"Replica of Fugue in Two Colors: Amorpha, 1912",Benjamin Cottam,3302,Czech,1871,1957,1946,Gouache,Gift of the artist,147.1957,Drawing,Drawings,10/9/1957,34761,http://www.moma.org/collection/works/34761,http://www.moma.org/media/W1siZiIsIjIxMDQ1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5daba310bec0ce3c
995,3,211,Caribbean Landscape,Benjamin Cottam,3821,French,1896,1987,1941,Ink,Gift of Kay Sage Tanguy,147.1962,Drawing,Drawings,5/8/1962,34762,http://www.moma.org/collection/works/34762,http://www.moma.org/media/W1siZiIsIjIyMjE2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5e03f58c3a711a85
996,5,212,Untitled,Benjamin Degen,1832,American,1871,1956,1950,"Metallic paint, watercolor, pen and ink, charcoal on paper",Gift of Julia Feininger,147.1966,Drawing,Drawings,2/8/1966,34763,http://www.moma.org/collection/works/34763,http://www.moma.org/media/W1siZiIsIjEzMzg1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7f5dd3d43cbde80e
997,3,212,Untitled,Benjamin Degen,5332,Swiss,1918,1963,1957,Book,Joseph M. and Dorothy B. Edinburg Charitable Trust Fund and Philip Johnson Fund,147.1973.1-7,Drawing,Drawings,3/6/1973,34765,http://www.moma.org/collection/works/34765,http://www.moma.org/media/W1siZiIsIjM4Nzg4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0b720e49cf85be90
998,1,213,Bard College,Benjamin Kopman,4598,American,1943,0,1980,Gouache,Gift of Mrs. June Noble Larkin,147.1984,Drawing,Drawings,4/17/1984,34768,http://www.moma.org/collection/works/34768,http://www.moma.org/media/W1siZiIsIjM4MTk0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=51bab498840c9b75
999,5,213,Untitled,Benjamin Kopman,4741,American,1949,0,1985,Pencil,"Gift of the Robert Lehman Foundation, Inc.",147.1991,Drawing,Drawings,5/23/1991,34769,http://www.moma.org/collection/works/34769,http://www.moma.org/media/W1siZiIsIjk1MTY2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=83cea25b7431bcd7
1000,1,213,Vaudeville Musicians,Benjamin Kopman,1490,American,1883,1935,1917,Watercolor,Abby Aldrich Rockefeller Fund,148.1945,Drawing,Drawings,6/13/1945,34773,http://www.moma.org/collection/works/34773,http://www.moma.org/media/W1siZiIsIjIwODMxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f181cc6376f33791
1001,3,214,Sleeping Peasants,Benji Whalen,4609,Spanish,1881,1973,1919,Gouache,Abby Aldrich Rockefeller Fund,148.1951,Drawing,Drawings,5/24/1951,34774,http://www.moma.org/collection/works/34774,http://www.moma.org/media/W1siZiIsIjIxMDQ2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b50d535366e7c9ad
1002,3,215,Untitled,Benny Andrews,1832,American,1871,1956,1950,Watercolor,Gift of Julia Feininger,148.1966,Drawing,Drawings,2/8/1966,34777,http://www.moma.org/collection/works/34777,http://www.moma.org/media/W1siZiIsIjEzMzg1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=71332f77d826b486
1003,2,215,Untitled,Benny Andrews,5332,Swiss,1918,1963,1954-1955,Book,"Alva Gimbel Fund, D.S. and R.H. Gottesman Foundation Fund, Saidie A. May Fund, John S. Newberry Fund, Mrs. E.B. Parkinson Fund",148.1973.1-8,Drawing,Drawings,3/6/1973,34779,http://www.moma.org/collection/works/34779,http://www.moma.org/media/W1siZiIsIjIyODM4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=45c32c40aa7fe694
1004,4,215,Untitled,Benny Andrews,4741,American,1949,0,1990,Pencil,"Gift of the Robert Lehman Foundation, Inc.",148.1991,Drawing,Drawings,5/23/1991,34782,http://www.moma.org/collection/works/34782,http://www.moma.org/media/W1siZiIsIjk3NDA2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=027141b6c7e65aaf
1005,1,215,Gardner & Sunset,Benny Andrews,5086,American,1937,0,1998,Pencil,Purchased with funds given by Sarah-Ann and Werner H. Kramarsky,148.1999,Drawing,Drawings,5/6/1999,34783,http://www.moma.org/collection/works/34783,http://www.moma.org/media/W1siZiIsIjI4NjMyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f5ab10b0c5ab7255
1006,3,215,Tulips and Etruscan Vase,Benny Andrews,5383,American,1883,1965,1922,Pencil,Given anonymously,149.1935,Drawing,Drawings,6/4/1935,34784,http://www.moma.org/collection/works/34784,http://www.moma.org/media/W1siZiIsIjI0NzgyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5464e2a84e6b3de0
1007,3,215,Vaudeville Dancers,Benny Andrews,1490,American,1883,1935,1918,Watercolor,Purchase,149.1945,Drawing,Drawings,6/13/1945,34787,http://www.moma.org/collection/works/34787,http://www.moma.org/media/W1siZiIsIjI2MzE5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=845879f3bff7d0cb
1008,2,215,Replica 1946 of Vertical Planes,Benny Andrews,3302,Czech,1871,1957,1946,Watercolor,Gift of the artist,149.1957,Drawing,Drawings,10/9/1957,34788,http://www.moma.org/collection/works/34788,http://www.moma.org/media/W1siZiIsIjIxMzM0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bd6e084c8ffe04c3
1009,3,215,John Dewey,Benny Andrews,3832,French,1869,1954,1930,Charcoal,Gift of Pierre Matisse,149.1962,Drawing,Drawings,5/8/1962,34789,http://www.moma.org/collection/works/34789,http://www.moma.org/media/W1siZiIsIjMxMDA4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c1b4461c7f03ff5
1010,4,215,Untitled b. Untitled,Benny Andrews,1832,American,1871,1956,1952,"Watercolor, charcoal, and pen and ink on paper b. charcoal on paper",Gift of JuliFeininger,149.1966.a-b,Drawing,Drawings,2/8/1966,34790,http://www.moma.org/collection/works/34790,http://www.moma.org/media/W1siZiIsIjE5MzE2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b572e6fc11358164
1011,2,215,Untitled,Benny Andrews,6072,Dutch,1876,1958,1917,Gouache,Gift of Constance B. Cartwright,149.1973,Drawing,Drawings,3/6/1973,34792,http://www.moma.org/collection/works/34792,http://www.moma.org/media/W1siZiIsIjEwMDkzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fb784ba58718391e
1012,5,215,The Mill at Horta,Benny Andrews,4609,Spanish,1881,1973,1909,Watercolor,The Joan and Lester Avnet Collection,149.1978,Drawing,Drawings,4/4/1978,34794,http://www.moma.org/collection/works/34794,http://www.moma.org/media/W1siZiIsIjE3MDk5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=973e5349cd2afa17
1013,4,215,Costume design for the play Romeo and Juliet,Benny Andrews,4694,Russian,1889,1924,1921,Watercolor,Purchase,149.1984,Drawing,Drawings,4/17/1984,34795,http://www.moma.org/collection/works/34795,http://www.moma.org/media/W1siZiIsIjIxMzM0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7a01aa77c96a5d1a
1014,5,216,Untitled,Berlinde De Bruyckere,5047,American,1903,1970,1945,Watercolor,"Gift of The Mark Rothko Foundation, Inby exchange",149.1991,Drawing,Drawings,5/23/1991,34796,http://www.moma.org/collection/works/34796,http://www.moma.org/media/W1siZiIsIjI3ODc5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fe00304f553e436e
1015,4,217,Untitled Roy Rogers,Bernar Venet,6246,American,1928,1987,1948,Pencil,Chief Curator Discretionary Fund,149.1999,Drawing,Drawings,10/23/2013,34797,http://www.moma.org/collection/works/34797,http://www.moma.org/media/W1siZiIsIjEwMDgxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d782e5d636899bdc
1016,4,218,Untitled,Bernard Buffet,1832,American,1871,1956,1952,Watercolor,Gift of Julia Feininger,150.1966,Drawing,Drawings,2/8/1966,34802,http://www.moma.org/collection/works/34802,http://www.moma.org/media/W1siZiIsIjEzMzg1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea37616335d8b1a5
1017,4,219,Burning Logs,Bernard Joubert,4609,Spanish,1881,1973,1945,Crayon,The Joan and Lester Avnet Collection,150.1978,Drawing,Drawings,4/4/1978,34805,http://www.moma.org/collection/works/34805,http://www.moma.org/media/W1siZiIsIjE4NjQ1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=49523c3ca24778c0
1018,4,219,Untitled,Bernard Joubert,5044,American,1945,0,1982,Pencil,Gift of Mr. and Mrs. Gifford Phillips,150.1984,Drawing,Drawings,4/17/1984,34806,http://www.moma.org/collection/works/34806,http://www.moma.org/media/W1siZiIsIjIxMDQ2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bae3354852373af5
1019,3,220,Untitled,Bernard Perlin,5124,American,1952,0,1981,Synthetic Polymer,Gift of Leonard Rosenberg,150.1991,Drawing,Drawings,5/23/1991,34807,http://www.moma.org/collection/works/34807,http://www.moma.org/media/W1siZiIsIjE3ODM3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf293ffe11bbb0f
1020,5,220,Untitled Unknown Male,Bernard Perlin,6246,American,1928,1987,1957,Pen,Purchase through the Vincent D'Aquila and Harry Soviak Bequest Fund,150.1999,Drawing,Drawings,5/6/1999,34808,http://www.moma.org/collection/works/34808,http://www.moma.org/media/W1siZiIsIjMxNTc2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0593ec16f643b1bf
1021,1,221,Mannequin,Bernardo Ortiz Campo,5455,Italian,1885,1961,1918,Ink,John S. Newberry Collection,151.1962,Drawing,Drawings,5/8/1962,34812,http://www.moma.org/collection/works/34812,http://www.moma.org/media/W1siZiIsIjEzODI1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c2c0ed9fc031cd7b
1022,1,221,Rain,Bernardo Ortiz Campo,1832,American,1871,1956,1952,Watercolor,Gift of Julia Feininger,151.1966.a,Drawing,Drawings,2/8/1966,34813,http://www.moma.org/collection/works/34813,http://www.moma.org/media/W1siZiIsIjEzMzg1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=13b0cbe56c0c2a3c
1023,2,221,Rain Walking Figures,Bernardo Ortiz Campo,1832,American,1871,1956,1952,"Watercolor, charcoal, and pen and ink charcoal",Gift of JuliFeininger,151.1966.a-b,Drawing,Drawings,2/8/1966,34814,http://www.moma.org/collection/works/34814,http://www.moma.org/media/W1siZiIsIjEzNDIzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1c52a76bd02315f3
1024,4,221,Walking Figures,Bernardo Ortiz Campo,1832,American,1871,1956,1952,Charcoal,Gift of Julia Feininger,151.1966.b,Drawing,Drawings,2/8/1966,34815,http://www.moma.org/collection/works/34815,http://www.moma.org/media/W1siZiIsIjEzNDIzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1c52a76bd02315f3
1025,1,221,Roll of Bills,Bernardo Ortiz Campo,6246,American,1928,1987,1962,Pencil,Purchase,151.1984,Drawing,Drawings,4/17/1984,34818,http://www.moma.org/collection/works/34818,http://www.moma.org/media/W1siZiIsIjIyODQxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9f43ff3f202079e7
1026,1,221,Untitled 7.12.90,Bernardo Ortiz Campo,5305,American,1945,0,1990,Pastel,Gift of the artist by exchange and Edward R. Broida,151.1991,Drawing,Drawings,5/23/1991,34819,http://www.moma.org/collection/works/34819,http://www.moma.org/media/W1siZiIsIjI3ODgwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e8316164be298c6d
1027,4,221,Untitled Feet,Bernardo Ortiz Campo,6246,American,1928,1987,1958,Pen,Purchased with funds provided by the Vincent D'Acquila Drawings Fund,151.1999,Drawing,Drawings,10/23/2013,34820,http://www.moma.org/collection/works/34820,http://www.moma.org/media/W1siZiIsIjI2ODkwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=761287f0cb233474
1028,1,221,Handmade Stereopticon Slide,Bernardo Ortiz Campo,1634,American,1887,1968,1918-1919,Pencil,Katherine S. Dreier Bequest,152.1953,Drawing,Drawings,4/7/1953,34823,http://www.moma.org/collection/works/34823,http://www.moma.org/media/W1siZiIsIjIyMzk2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7d475f0c7ab9a584
1029,4,221,Soldier,Bernardo Ortiz Campo,5455,Italian,1885,1961,1914-1915,Crayon,John S. Newberry Collection,152.1962,Drawing,Drawings,5/8/1962,34825,http://www.moma.org/collection/works/34825,http://www.moma.org/media/W1siZiIsIjEzODI1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4367b1a5a385e72d
1030,1,221,"Farewell to ""82""",Bernardo Ortiz Campo,1832,American,1871,1956,1954,Watercolor,Gift of Julia Feininger,152.1966,Drawing,Drawings,2/8/1966,34826,http://www.moma.org/collection/works/34826,http://www.moma.org/media/W1siZiIsIjEzMzg1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=07b17006721beeb6
1031,4,221,The Pool,Bernardo Ortiz Campo,4609,Spanish,1881,1973,1968,Pencil,The Joan and Lester Avnet Collection,152.1978,Drawing,Drawings,4/4/1978,34830,http://www.moma.org/collection/works/34830,http://www.moma.org/media/W1siZiIsIjIxMDQ3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=270a6386099e0e9c
1032,1,221,Sketch for Quarry Project: Texas Overflow,Bernardo Ortiz Campo,5497,American,1938,1973,1968,Pencil,Gift of the Estate of Robert Smithson,152.1991,Drawing,Drawings,5/23/1991,34849,http://www.moma.org/collection/works/34849,http://www.moma.org/media/W1siZiIsIjMxNzAyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cc4832b8a46bfff6
1033,2,221,"Sunday Stroll, Vienna",Bernardo Ortiz Campo,1466,American,1895,1968,1927,Ink,Given anonymously,153.194,Drawing,Drawings,4/5/1940,34851,http://www.moma.org/collection/works/34851,http://www.moma.org/media/W1siZiIsIjE2OTA1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6a91c729599a3edf
1034,3,221,Hot Weather!,Bernardo Ortiz Campo,1832,American,1871,1956,1954,Watercolor,Gift of Julia Feininger,153.1966,Drawing,Drawings,2/8/1966,34853,http://www.moma.org/collection/works/34853,http://www.moma.org/media/W1siZiIsIjIwMzcwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=96998b41448486ca
1035,5,221,Fire in the Evening,Bernardo Ortiz Campo,3130,German,1879,1940,1929,Oil,Mr. and Mrs. Joachim Jean Aberbach Fund,153.197,Painting,Painting & Sculpture,4/8/1970,34854,http://www.moma.org/collection/works/34854,http://www.moma.org/media/W1siZiIsIjE3Njc2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0c57b375807d1f87
1036,5,221,Untitled,Bernardo Ortiz Campo,4675,American,1912,1956,1951,Ink,The Joan and Lester Avnet Collection,153.1978,Drawing,Drawings,4/4/1978,34857,http://www.moma.org/collection/works/34857,http://www.moma.org/media/W1siZiIsIjYzODEyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d073866079124e39
1037,5,221,Sketch for Quarry Project: Texas Overflow,Bernardo Ortiz Campo,5497,American,1938,1973,1968,Pencil,Gift of the Estate of Robert Smithson,153.1991,Drawing,Drawings,5/23/1991,34858,http://www.moma.org/collection/works/34858,http://www.moma.org/media/W1siZiIsIjMxNjk1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9ad8121c20d94e97
1038,5,221,The Rape of Europa IV,Bernardo Ortiz Campo,3563,American,1891,1973,1941,Ink,Purchase,154.1942,Drawing,Drawings,3/18/1942,34861,http://www.moma.org/collection/works/34861,http://www.moma.org/media/W1siZiIsIjEwMDg0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=16321c1fd1d0dace
1039,5,221,Untitled,Bernardo Ortiz Campo,1832,American,1871,1956,1954,Watercolor,Gift of Julia Feininger,154.1966,Drawing,Drawings,2/8/1966,34862,http://www.moma.org/collection/works/34862,http://www.moma.org/media/W1siZiIsIjEzMzg1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c4c6e0601294be8b
1040,2,222,Girl with Tulips Jeanne Vaderin,Bernd Ribbeck,3832,French,1869,1954,1910,Charcoal,Acquired through the Lillie P. Bliss Bequest by exchange,154.197,Drawing,Drawings,4/8/1970,34863,http://www.moma.org/collection/works/34863,http://www.moma.org/media/W1siZiIsIjIxMjE0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=992baeab352a13ac
1041,4,222,Cecil Beaton,Bernd Ribbeck,4744,British,1936,2003,1967,Watercolor,The Joan and Lester Avnet Collection,154.1978,Drawing,Drawings,4/4/1978,34866,http://www.moma.org/collection/works/34866,http://www.moma.org/media/W1siZiIsIjQwMDU2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea15ab667528f1cc
1042,1,222,Sketch for Quarry Project: Texas Overflow,Bernd Ribbeck,5497,American,1938,1973,1968,Pencil,Gift of the Estate of Robert Smithson,154.1991,Drawing,Drawings,5/23/1991,34867,http://www.moma.org/collection/works/34867,http://www.moma.org/media/W1siZiIsIjMxNjkxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2cd44ee20d94a023
1043,1,223,Untitled,Bernhard Heiliger,1832,American,1871,1956,1954,Watercolor,Gift of Julia Feininger,155.1966,Drawing,Drawings,2/8/1966,34870,http://www.moma.org/collection/works/34870,http://www.moma.org/media/W1siZiIsIjEzMzg1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=af6be19d786c3313
1044,3,224,Tangier,Bernhard Martin,4744,British,1936,2003,1968,Watercolor,The Joan and Lester Avnet Collection,155.1978,Drawing,Drawings,4/4/1978,34873,http://www.moma.org/collection/works/34873,http://www.moma.org/media/W1siZiIsIjIwODMzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c8137a78108e070d
1045,1,224,Sketch for Quarry Project: Texas Overflow,Bernhard Martin,5497,American,1938,1973,1968,Pencil,Gift of the Estate of Robert Smithson,155.1991,Drawing,Drawings,5/23/1991,34874,http://www.moma.org/collection/works/34874,http://www.moma.org/media/W1siZiIsIjIwODMzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f18671002f8f1db9
1046,3,224,Figure Study for die Empfindung,Bernhard Martin,2681,Swiss,1853,1918,1902-1903,Pencil,Katherine S. Dreier Bequest,156.1953,Drawing,Drawings,4/7/1953,34876,http://www.moma.org/collection/works/34876,http://www.moma.org/media/W1siZiIsIjI2NDc1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f40056c571c4711f
1047,4,224,Promenade,Bernhard Martin,3716,American,1890,1976,1915-1945,Gouache,Gift of Mrs. Katharine Kuh,156.1955,Drawing,Drawings,6/16/1955,34877,http://www.moma.org/collection/works/34877,http://www.moma.org/media/W1siZiIsIjEwMDkzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5a91bc036a4c700f
1048,4,224,Untitled,Bernhard Martin,1832,American,1871,1956,1954,Watercolor,Gift of Julia Feininger,156.1966,Drawing,Drawings,2/8/1966,34878,http://www.moma.org/collection/works/34878,http://www.moma.org/media/W1siZiIsIjEzMzkyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bda8cd1ba184991d
1049,3,224,Sketch for Quarry Project: Texas Overflow,Bernhard Martin,5497,American,1938,1973,1968,Pencil,Gift of the Estate of Robert Smithson,156.1991,Drawing,Drawings,5/23/1991,34882,http://www.moma.org/collection/works/34882,http://www.moma.org/media/W1siZiIsIjMxNjg4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5c3d9418e319b515
1050,4,225,Study for Painting with White Form Entwurf zu Bild mit weisser Form,Berthe Morisot,2981,French,1866,1944,1913,Watercolor,Katherine S. Dreier Bequest,157.1953,Drawing,Drawings,4/7/1953,34885,http://www.moma.org/collection/works/34885,http://www.moma.org/media/W1siZiIsIjEyMjEyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=57387501cbfbf618
1051,3,226,"Collage, 283",Beth Brideau,5097,American,1889,1954,1952,Cut and Pasted,Given anonymously,157.1955,Drawing,Drawings,6/16/1955,34886,http://www.moma.org/collection/works/34886,http://www.moma.org/media/W1siZiIsIjMxODAwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=da692e7c5b2a32f1
1052,4,227,Father and Child,Beth Campbell,5366,American,1898,1969,1946,Tempera,Gift of James Thrall Soby,157.1957,Drawing,Drawings,10/9/1957,34887,http://www.moma.org/collection/works/34887,http://www.moma.org/media/W1siZiIsIjIwODMzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=43c97a3478f17350
1053,4,227,"Study for ""Nighttime, Enigma and Nostalgia""",Beth Campbell,2252,American,1904,1948,1931-1932,Pencil,Gift of Richard S. Zeisler,157.1966,Drawing,Drawings,2/8/1966,34888,http://www.moma.org/collection/works/34888,http://www.moma.org/media/W1siZiIsIjY0NjM2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f5aee80c088e91d9
1054,2,228,Umble #2,Bettina Sellmann,19,American,1923,2013,1970,Charcoal,Gift of the artist,157.197,Drawing,Drawings,5/12/1970,34889,http://www.moma.org/collection/works/34889,http://www.moma.org/media/W1siZiIsIjgxOTQ4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=8d4ab93a068c76b1
